App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB1404506,The Rink at 401 Park,Closed,2022-10-14 21:08:53+00,2022-10-26 12:30:19+00,"401 Park Drive, Boston, MA 02215",401 to ,PARK,DR,BOSTON,02215,2022-11-19,2023-03-11
PUB1404491,Get Out the Vote Rally and Canvas,Closed,2022-10-14 20:02:30+00,2022-10-19 12:36:41+00,Blair Parking Lot in Nubian Square,2196,Washington,ST,Roxbury,02119,2022-10-29,2022-10-29
PUB1404339,Dudley Crossing Post Ground Breaking,Closed,2022-10-14 15:51:32+00,2022-10-19 12:35:57+00,Location – Pocket Park – in progress Dudley Town Common - 378 Dudley Street,366 to 378,Dudley,ST,Roxbury,02119,2022-11-10,2022-11-10
PUB1404223,Viva la Bocc,Closed,2022-10-14 13:00:17+00,2023-01-11 18:06:24+00,"521 Commercial Street, Boston, MA. Langone Park Bocce Courts.",540,Commercial,ST,Boston,02113,2023-05-06,2023-05-06
PUB1400252,Celebration of Life - Ann G. McLea,Closed,2022-10-11 19:30:19+00,,Golden Stairs Terrace Park - East Boston.  ,10,Brigham,ST,East Boston,02128,2022-10-15,2022-10-15
PUB1400235,Holiday Ship Lighting at Martin's Park,Closed,2022-10-11 19:05:55+00,2022-11-04 18:13:10+00,"This event will be held at Matins' Park 
64 Sleeper Street, Boston, MA 02210",64,Sleeper,ST,Boston,02210,2022-11-26,2022-11-26
PUB1400083,"Wendy Yu's ""As We Rise"" Public Art Reception",Closed,2022-10-11 15:46:08+00,2022-10-12 19:38:48+00,Parcel 19 of The Greenway in-between Oliver Street and Pearl Street,510,Atlantic,AV,Boston,02210,2022-10-25,2022-10-25
PUB1399749,Passport to Halloween,Open,2022-10-09 17:46:19+00,,We'll conduct a brief story time and BPL Passport stamping in the square and then walk up along Washington Street to the Brighton Branch Library located at 40 Academy Hill Road. We are happy to keep our travels to the sidewalk. ,430,Faneuil,ST,Brighton,02135,2022-10-29,2022-10-29
PUB1399639,RVMS Holiday Market,Closed,2022-10-07 17:56:01+00,2022-11-04 18:25:50+00,Birch St,2 to 16,Belgrade,AV,Roslindale,02131,2022-12-08,2022-12-08
PUB1399637,RVMS Tree Lighting,Closed,2022-10-07 17:48:31+00,2022-10-19 12:34:23+00, Poplar St ,4236,Washington,ST,Roslindale,02131,2022-11-26,2022-11-26
PUB1399621,DIa de los Muertos Festival and Parade,Closed,2022-10-07 17:23:34+00,2022-10-12 12:59:36+00,"The Festival will take place at Central Sq. South St. between Liverpool St. and Border St. and Central Sq. Park across Liberty Sq. Mall.  

The parade will line up and end at Shaw's parking lot: Route: Border St. towards Lexington make a right on Lexington, make a right on Marion, Make a right on Chelsea St. Make a right on Sunmer St. Maker a right on New St. Make a Right on Maverick St. Make a left on Border St. Parade ends at Shaws Parking lot on Liberty Mall.  ",143,Border,ST,East Boston,02128,2022-10-30,2022-10-30
PUB1399494,Boston Common Tree Lighting,Closed,2022-10-07 13:18:58+00,2022-11-25 21:37:25+00,Boston Common near Visitor Information Center,139,Tremont,ST,Boston,02116,2022-12-01,2022-12-01
PUB1399319,Fall-o-Ween,Closed,2022-10-06 19:30:25+00,2022-10-12 13:00:16+00,Boston Common Parade Ground ,61,Beacon,ST,Boston,02108,2022-10-21,2022-10-21
PUB1398881,Boston Unity Cup Finals,Closed,2022-10-05 17:17:18+00,2022-10-12 12:58:03+00,Madison Park athletic fields,55,Malcolm X,BL,Mission Hill,02120,2022-11-05,2022-11-05
PUB1398849,All Saints Day Procesion,Closed,2022-10-05 16:55:31+00,2022-10-12 12:57:26+00,"Hanover St, Cross St, Salem St, Charter St",31,Prince,ST,Boston,02113,2022-10-30,2022-10-30
PUB1398755,Madonna della cava Halloween Parad,Closed,2022-10-05 14:53:24+00,2022-10-12 12:59:01+00,Parade route submitted to BTD,3,Battery,ST,Boston,02109,2022-10-29,2022-10-29
PUB1398612,Book Fair,Closed,2022-10-05 00:50:16+00,,107 Marlborough Street,107,Marlborough,ST,Boston,02116,2022-10-15,2022-10-15
PUB1398302,Brighton Chili Fest,Closed,2022-10-04 14:52:54+00,,"15 Saybrook St, Brighton MA 02135. Backyard",15,Saybrook,ST,Brighton,02135,2022-11-12,2022-11-12
PUB1397351,Mayor's Enchanted Trolley Tour,Closed,2022-09-29 19:57:10+00,2022-10-12 12:56:46+00,Various locations throughout the city,1,City Hall,PZ,Boston,02114,2022-12-03,2022-12-04
PUB1396786,Fall Festival,Open,2022-09-28 19:49:28+00,,Front patio of 500 Rutherford Ave.,500,Rutherford,AV,Charlestown,02129,2022-10-08,2022-10-08
PUB1396720,5K Run/Walk for Education Justice,Closed,2022-09-28 17:57:38+00,,"We would meet at the Artesani Playground.  Walking/running on the Dr. Paul Dudley White Path to the Harvard Bridge (JFK Street), crossing over and continuing on the Dr. Paul Dudley White Path to the Eliot Bridge (Gerry's Landing Road) and crossing over again. Returning to the Artesani Playground via the Dr. Paul Dudley White Path.  ",1255,Soldiers Field,RD,Brighton,02135,2022-10-29,2022-10-29
PUB1396647,Karmagawa,Closed,2022-09-28 16:14:28+00,,,1285 to 0,HYDE PARK ,AV,HYDE PARK,02136,2022-11-05,2022-11-05
PUB1396327,Grand Opening Party,Closed,2022-09-27 19:17:24+00,,Parking lot and sales floor,116,Cambridge,ST,Charlestown,02129,2022-10-08,2022-10-08
PUB1396159,Baldwin in the Park,Closed,2022-09-27 15:59:41+00,2022-10-17 13:17:46+00,Parcel 8 on the greenway between Sudbury Street & Hanover Street,464,Hanover,ST,Boston,02113,2022-10-22,2022-10-22
PUB1396115,Birthday Party,Closed,2022-09-27 15:31:53+00,,"61-69 Wellsmere, or 69 Wellsmere to Washington St. ",69 to 71,Wellsmere,RD,Roslindale,02131,2022-10-16,2022-10-16
PUB1395963,,Closed,2022-09-27 02:49:04+00,2022-09-29 13:25:58+00,Billings Field,369,Lagrange,ST,West Roxbury,02132,2022-10-22,2022-10-22
PUB1395961,,Closed,2022-09-27 02:36:36+00,2022-09-29 13:25:22+00,"Monument Stairs at the Top of Monument Avenue, the Parade begins at 5:30 PM",45 to 46,Monument,SQ,Charlestown,02129,2022-10-31,2022-10-31
PUB1395937,,Closed,2022-09-26 23:09:16+00,2023-05-02 19:37:42+00,See attached for the 5K and 9K Routes,4,Jersey,ST,Boston,02215,2023-07-22,2023-07-22
PUB1395923,,Open,2022-09-26 20:48:50+00,,CHP,1,City Hall,PZ,Boston,02114,2002-09-26,2002-09-26
PUB1395826,Public Kitchen and Dance Court,Closed,2022-09-26 17:51:45+00,2022-10-05 13:14:13+00,"Note: we are asking to have the event on the Fri,Sat,Sun of two consecutive weekends (10/14-10/16 and 10/21-10/23)",621,Dudley,ST,Dorchester,02125,2022-10-14,2022-10-23
PUB1395661,MassEquality Banned Book Fair,Closed,2022-09-26 14:09:07+00,2022-09-26 17:39:28+00,Copley Square Mall,560,Boylston,ST,Boston,02116,2022-10-22,2022-10-22
PUB1395648,Boston Arts Academy Honors,Closed,2022-09-26 13:57:45+00,2022-09-26 17:40:44+00,"Inside the high school, in multiple rooms",174,Ipswich,ST,Boston,02215,2022-10-08,2022-10-09
PUB1395433,Lions International Parade,Closed,2022-09-23 18:19:20+00,2023-06-09 23:17:08+00,Boylston from Dalton to Charles at the Common,351,Boylston,ST,Boston,02116,2023-07-08,2023-07-08
PUB1395421,,Closed,2022-09-23 18:01:56+00,,Boylston Street,364 to 368,Boylston,ST,Boston,02116,2023-07-08,2023-07-08
PUB1395142,,Closed,2022-09-22 21:45:26+00,2022-09-26 17:40:06+00,"Parade begins at First Baptist Church, 633 Centre St, and proceeds down Centre St approx 0.3 miles to Loring Greenough House, 12 South Street, in Jamaica Plain.",12,South,ST,Jamaica Plain,02130,2022-10-29,2022-10-29
PUB1395138,,Closed,2022-09-22 21:30:58+00,2022-09-26 17:38:36+00,"
Start: In front of JFK   
Walk to Cambridge st
murging to tremont st 
To Park st 
to State House 
To Bodoin. 
Back to JFK 

",15 to 55,Sudbury,ST,Boston,02108,2022-10-17,2022-10-17
PUB1395118,,Closed,2022-09-22 20:23:25+00,2022-10-05 13:13:34+00,Sea Green,17 to 21,Stillings,ST,Boston,02210,2022-11-05,2022-11-05
PUB1394934,3rd Annual Deatrich Wise Block Party,Closed,2022-09-22 17:30:10+00,2022-10-05 13:12:58+00,Hazleton Street between Blue Hill Ave and Fottler Rd,10,Hazleton,ST,Mattapan,02126,2022-10-22,2022-10-22
PUB1394833,Murray Court Block Party,Closed,2022-09-22 15:26:56+00,2022-09-22 16:51:25+00,The area of road from 1 Murray Court to 19 Murray Court ( a dead end road),9,Murray,CT,East Boston,02128,2022-10-22,2022-10-22
PUB1394539,NEAA Christmas Parade,Closed,2022-09-21 18:15:57+00,2022-10-19 12:33:44+00,Through the streets of the North End,110,Atlantic,AV,Boston,02110,2022-12-11,2022-12-11
PUB1394521,Celebration ROC Independence Day,Closed,2022-09-21 17:49:02+00,,Boston City Hall Plaza,70,Beach,ST,Boston,02111,2022-10-08,2022-10-08
PUB1394411,,Closed,2022-09-21 15:13:46+00,2023-07-26 18:44:22+00,Boston Common Park,139,Tremont,ST,Boston,02116,2023-09-15,2023-09-17
PUB1394238,Boston Book Festival,Closed,2022-09-21 10:06:01+00,2022-10-05 13:12:21+00,Copley Park and Dartmouth Street,700,Boylston,ST,Boston,02116,2022-10-29,2022-10-29
PUB1393862,Annual Tree and Wreath Sale,Closed,2022-09-20 14:39:47+00,2022-10-12 12:55:56+00,In and outside the Hill House,127,Mount Vernon,ST,Boston,02108,2022-12-03,2022-12-03
PUB1393472,East Boston Cornhole Classic,Closed,2022-09-19 16:01:46+00,2022-10-05 13:11:41+00,Dead end of Webster St (little Webster) adjacent to Cunard Tavern (24 Orleans St.),47 to 51,Webster,ST,East Boston,02128,2022-10-23,2022-10-23
PUB1393394,,Closed,2022-09-19 14:04:59+00,2022-09-19 20:01:36+00,"We will be leaving Commonwealth Hotel (500 Commonwealth Ave, Boston, MA 02215) at 12:00pm and walking West on the side walk. The group will then turn left onto Brookline Ave and cross the David Ortiz bridge. Finally the group will turn left onto Lansdowne St. and enter the ball park at gate E (82 Lansdowne St, Boston MA), the first gate on the right. ",4,Jersey,ST,Boston,02215,2022-10-02,2022-10-02
PUB1393259,Car meet charity event,Open,2022-09-18 19:20:15+00,,Boston ma ,95,G,ST,South Boston,02127,2022-10-02,2022-10-02
PUB1392826,John Winthrop School Annual Street Fair,Closed,2022-09-16 11:00:48+00,2022-09-26 13:43:04+00,Marlborough Street between Berkeley and Clarendon Streets,66,Marlborough,ST,Boston,02116,2022-10-15,2022-10-15
PUB1392757,USES Haunted House,Closed,2022-09-15 19:46:04+00,2022-09-29 13:24:44+00,"48 Rutland Street, inside courtyard",48,Rutland,ST,Roxbury,02118,2022-10-29,2022-10-31
PUB1392630,,Closed,2022-09-15 16:54:06+00,2022-09-21 12:28:42+00,"The procession begins at 1 PM at the Holy Redeemer Church on London St.
                                                                                                            Turns left onto Maverick St. 
                                                                                                                        Turns right onto Havre St. 
                                                                                                                        Turns right onto Sumner St. 
                                                                                                                        Turns right onto Border St. 
                                                                                                                       Turns right onto Maverick St., returning to the church.                                               
",64,London,ST,East Boston,02128,2022-10-09,2022-10-09
PUB1392313,Wilderness Project,Open,2022-09-14 21:29:55+00,,Overlook Ruins at Franklin Park. Parking by Giraffe Entrance at Franklin Park. ,1,Circuit,DR,Roxbury,02119,2022-10-02,2022-10-02
PUB1391960,Holy Name Touch a Truck,Closed,2022-09-14 01:10:51+00,2022-10-03 15:21:49+00,Holy Name School's parking lot,525 to 535,West Roxbury,PW,West Roxbury,02132,2022-10-15,2022-10-15
PUB1391923,Mural Fundraiser,Closed,2022-09-13 21:11:18+00,,Town Field on Dorchester Ave. Baseball field ,1493 to 1501,DORCHESTER AV,AV,BOSTON,02122,2022-09-24,2022-09-24
PUB1391461,Boston Together Again Skating,Closed,2022-09-12 22:23:26+00,2022-09-14 12:44:01+00,Between Atlantic Ave and High Street,0,Atlantic,AV,Boston,02110,2022-09-29,2022-10-02
PUB1391331,,Closed,2022-09-12 17:30:42+00,2022-09-14 12:42:32+00,Shirley-Eustice House,33,Shirley,ST,Roxbury,02119,2022-09-22,2022-09-22
PUB1391035,Block Party,Closed,2022-09-12 02:35:09+00,2022-09-22 16:54:57+00,Murray Court,7 to 9,Murray,CT,East Boston,02128,2022-10-22,2022-10-22
PUB1390620,: CurbFest,Closed,2022-09-09 07:04:30+00,,Grassy area,450,Walnut,AV,Jamaica Plain,02121,2022-11-05,2022-11-05
PUB1390619,Curbfest,Closed,2022-09-09 06:53:32+00,,In the grassy area along siedwalk,930,Blue Hill,AV,Dorchester,02124,2022-11-05,2022-11-05
PUB1390618,,Closed,2022-09-09 06:48:31+00,,"In grassy area and around courts, potentially on basketball courts",51,Ruggles,ST,Mission Hill,02120,2022-11-05,2022-11-05
PUB1390616,State of the School,Closed,2022-09-09 04:43:04+00,2022-09-14 12:44:55+00,Quad,25,Shattuck,ST,Boston,02115,2022-09-28,2022-09-28
PUB1390453,Sociedad Latina Ribbon Cutting,Closed,2022-09-08 17:40:45+00,2022-09-14 13:14:32+00,Park green space Tremont Street former Sheehy,60,Smith,ST,Mission Hill,02120,2022-09-22,2022-09-22
PUB1390418,Sociedad Latina Ribbon Cutting,Closed,2022-09-08 17:09:31+00,2022-09-14 12:41:53+00,,60,Smith,ST,Mission Hill,02120,2022-09-22,2022-09-22
PUB1390405,Crabapple and Maple Festival,Closed,2022-09-08 16:48:38+00,2022-09-14 13:42:29+00,Crabapple and Maples collection within the Arnold Arboretum.,125,Arborway,,Jamaica Plain,02130,2022-10-15,2022-10-15
PUB1390390,Rummage and Community Day,Closed,2022-09-08 16:29:40+00,2022-09-14 13:11:19+00,Parking lot (15 Elm Hill Avenue) next to 5 Elm Hill Avenue,5,Elm Hill,AVE,Dorchester,02121,2022-09-24,2022-09-24
PUB1390344,Jazz Under the Stars,Closed,2022-09-08 15:47:22+00,2022-09-08 19:20:01+00,The parking lot (15 Elm Hill Avenue) next to 5 Elm Hill Avenue,5,Elm Hill,AVE,Dorchester,02121,2022-09-10,2022-09-10
PUB1390252,Hood Park Oktoberfest,Closed,2022-09-08 14:30:24+00,2022-09-14 12:41:17+00,"Hood Park, Charlestown MA
Off of Rutherford Avenue and near Sullivan Station",500 to 500,Rutherford,AV,Charlestown,02129,2022-09-23,2022-09-23
PUB1389146,Young Adult Access Center Grand Opening,Closed,2022-09-08 01:30:34+00,2022-09-08 19:18:46+00,"207 Dudley Street, Roxbury, MA ",207,Dudley,ST,Roxbury,02119,2022-09-30,2022-09-30
PUB1388100,Xperience Boston,Open,2022-09-07 20:32:58+00,,"Within park grounds, fenced off from main parking area",90,Traveler,ST,Roxbury,02118,2022-09-23,2022-09-24
PUB1388010,Grand Opportunity,Closed,2022-09-07 18:28:11+00,,Ideally at the flag poles at Boston City Hall Plaza. NOTE: We will need time before and after to set up and break down,1,City Hall,PZ,Boston,02114,2022-10-01,2022-10-01
PUB1387794,Souledad Mural Celebration,Closed,2022-09-07 13:36:44+00,2022-09-08 12:32:02+00,"The event will be a block party style, and will take place on Worcester St. between Washington St. and Deacon St., right in front of the side of the Washington Manor building.",1701,Washington,ST,Roxbury,02118,2022-10-01,2022-10-01
PUB1387577,The Zone 3 Community Sketchbook,Closed,2022-09-06 18:15:21+00,2022-09-08 18:46:08+00,"The Grove at the intersection of N. Harvard St and Western Ave, located in Allston.",168,Western,AV,Allston,02134,2022-10-15,2022-10-15
PUB1387428,MDS Run / Walk,Closed,2022-09-06 15:27:28+00,2022-09-21 12:29:28+00,Run / Walk goes around Boston Common twice. Route Map attached.,60P,Beacon,ST,Boston,02116,2022-10-23,2022-10-23
PUB1387416,Holiday Market at Snowport,Closed,2022-09-06 15:14:01+00,2022-09-21 12:30:03+00,"85 Northern Ave Boston MA, 02210",85,Northern,AV,Boston,02210,2022-11-11,2022-12-31
PUB1387189,,Open,2022-09-02 23:08:45+00,,"1 City Hall Square, Boston, MA",1,City Hall,PZ,Boston,02114,2022-09-07,2022-09-07
PUB1387161,,Open,2022-09-02 19:29:43+00,,Boston City hall lobby,1,City Hall,PZ,Boston,02114,2022-09-07,2022-09-07
PUB1386967,Higher Ground Boston's Back to School Bash,Closed,2022-09-02 13:30:58+00,,"NA- we are hosting a back to school event and that will be stationary, not requiring a route. The event will remain on location.",302,Walnut,AV,Dorchester,02121,2022-10-01,2022-10-01
PUB1386765,Corn festival,Closed,2022-09-01 17:11:52+00,2022-09-14 12:45:51+00,in front our church at 40 braintree st 02134,40,BRAINTREE,ST,Allston,02134,2022-09-24,2022-09-24
PUB1386473,,Open,2022-08-31 20:51:55+00,,Boston City Hall Plaza,70 to 72,Beach,ST,Boston,02111,2022-10-08,2022-10-08
PUB1386470,Song for Nadia Gallery Showcase,Closed,2022-08-31 20:36:42+00,,City Hall Courtyard,1,City Hall,PZ,Boston,02114,2022-09-21,2022-09-21
PUB1386396,,Closed,2022-08-31 17:59:04+00,2022-09-14 21:11:40+00,1400 Boylston Street,1401,Boylston,ST,Boston,02215,2022-09-01,2022-10-31
PUB1386232,MOAR and Friends 32nd Recovery Month Celebration,Closed,2022-08-31 13:21:15+00,2022-09-07 13:05:46+00,"Please know we would like to set up by 6:00 Am to bring in sound equipment at Parkman Bandstand, 139 Tremont St - we would like to begin somewhere between 9:00 and 9:30 Leave by 10 Am with march to Faneuil Hall - Tremont to West St, Right on School St,left on Washington St, Right on to State - the Congress - cross Congress ",139,Tremont,ST,Boston,02116,2022-09-29,2022-09-29
PUB1386174,CurbFest,Open,2022-08-31 05:56:31+00,,Along the path,105,Ceylon,ST,Dorchester,02121,2022-10-29,2022-10-29
PUB1385959,"Welles Crowther ""Red Bandana"" 5K",Closed,2022-08-30 16:28:14+00,2022-09-14 12:40:40+00,Runners will begin the race on the Middle Campus of Boston College.  Runners will exit the campus and turn right onto Commonwealth Ave.  Runners will turn right onto Chestnut Hill Ave. and head in the direction of Cleveland Circle.  Runners will then turn right onto Beacon Street and head back in the direction of Boston College.  Runners will turn right onto College Rd. in Chestnut Hill.  At the end of College Rd. runners will turn right onto Commonwealth Ave and take a quick right back into the Main Campus of Boston College to end the race.,140,Commonwealth,AV,Boston,02116,2022-10-22,2022-10-22
PUB1385442,,Closed,2022-08-29 17:16:57+00,2022-09-14 12:39:19+00,Venue- Land just outside of East Boston Memorial Park. Course - East Boston Greenway. Massport application also in process. ,156,Porter,ST,East Boston,02128,2022-10-30,2022-10-30
PUB1385425,,Closed,2022-08-29 16:57:06+00,2022-09-21 12:27:22+00,CHP,1,City Hall,PZ,Boston,02114,2022-12-26,2023-01-03
PUB1385133,Greater Boston Labor Council for Latin American A,Open,2022-08-26 22:15:17+00,,Lopresti Park ,33,Sumner,ST,East Boston,02128,2022-09-10,2022-09-10
PUB1385068,Sigma Father's in the Park,Closed,2022-08-26 19:38:07+00,,"Pavilion directly next to the playground at the Pope John Paul II Park. There is a free onsite parking lot across from the pavilion.
",0,Hallet,ST,Dorchester,02124,2022-10-01,2022-10-01
PUB1384945,BMC Service Awards 2022 and Wellbeing Fair,Closed,2022-08-26 17:22:57+00,2022-09-07 13:06:25+00,The event will be held on the lawn in front of Boston Medical Center's Moakley Building in Boston's South End. ,830,Harrison,AV,Roxbury,02118,2022-10-06,2022-10-07
PUB1384565,,Closed,2022-08-25 20:58:55+00,2022-09-07 13:03:40+00,Plaza outside of Faneuil Hall,30,Merchants,RO,Boston,02109,2022-10-16,2022-10-16
