company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"McKenzie & Associates, P.C.",Legal services: litigation; real estate; corporate; bankruptcy; banking/finance; and labor/employment   ,MBE,SLBE,,Yes,Yes,"183 State Street, Unit 6, Boston, MA 02109",Boston,MA,02109,Denzil McKenzie,,(617) 723-0400,(617) 723-7234,dmckenzie@mckenzielawpc.com,,Corporation,No,01/01/1984,Less than 10,AT - Attorneys,,,922130 - Legal Counsel and Prosecution ,541199 - All Other Legal Services ,,80120000 - Legal services,,
"McNish Building and Development, Inc.",General contractor specializing in construction; home remodeling; and building/development   ,MBE,SLBE,,No,Yes,"61 Granite Avenue, Dorchester, MA 2124",Dorchester,MA,2124,Hansley McNish,Hansley McNish,(617) 501-0075,,mcnish12@hotmail.com,www.mcnishbuildinganddevelopment.com,Corporation,Yes,01/01/2010,Less than 10,GC - General Contractors,WE - Welding (see also FB),RS - Residential Services,236118 - Residential Remodelers ,236220 - Commercial and Institutional Building Construction ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,
"Medical Suppliers, LLC",Medical supply transactions and interpretation services,MBE,,,No,No,"638 Washington Street, #3, Brookline, MA 2446",Brookline,MA,2446,Antonio Ibanez,,(617) 738-9052,,tony@medicalsuppliers.biz,,Limited Liability Company,No,01/01/2020,Less than 10,COV - Consultants: Translation,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,425120 - Wholesale Trade Agents and Brokers ,423860 - Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,,42130000 - Medical apparel and textiles,,
"Meichi Peng Design Studio, Inc.",Interior Design; Interior Architectural Design   ,MWBE,SLBE,,No,No,"95 Broadway, FL 2, Boston, MA 02116",Boston,MA,02116,Meichi Peng,Ms. Meichi Peng,(617) 521-8660,(617) 521-8661,np@meichipeng.com,,Corporation,No,01/01/2007,Less than 10,IT - Interior Deisgn Services,,,541410 - Interior Design Services,,,30160000 - Interior finishing materials,,
Melo's Rodbusters,Installation of rebar and mesh and accessories   ,WBE,SBE,,No,No,"878 Smith Neck Road, South Dartmouth, MA 2748",South Dartmouth,MA,2748,Goreti Melo,Ms. Goreti Melo,(508) 984-1745,(508) 984-5245,gmelo610@msn.com,,Sole Proprietorship,Yes,01/01/2001,Less than 10,"ST - Steel Contractos (Reinforcing, Erecting, see also FB, GC)",,,238120 - Structural Steel and Precast Concrete Contractors ,,,30100000 - Structural components and basic shapes,,
"Mendoza Ventures, LLC",Management company for financial products and financial advising,MBE,,,Yes,Yes,"207 Newbury Street, Boston, MA, USA, Suite 3, Boston, MA 02116",Boston,MA,02116,Adrian Mendoza,,(617) 970-8896,,adrian@mendoza-ventures.com,https://mendoza-ventures.com/,Limited Liability Company,No,01/01/2018,Less than 10,BA - Banking/Financial Services,,,523930 - Investment Advice ,523999 - Miscellaneous Financial Investment Activities ,,84120000 - Banking and investment,,
"Messenger Temporary Services, Inc.",Employment services; pick-up and delivery services  ,MBE,,,Yes,No,"P.O. Box 960311, Boston, MA 2196",Boston,MA,2196,Jide Ogungbadero,,(617) 367-6250,(617) 783-7006,,,Corporation,No,01/01/1985,Less than 10,"EM - Employement (see also OS, TR)",,,,,,,,
Metro Equipment Corporation,"Site work, site utilities, excavation, construction, equipment rental, concrete work, snow plowing, landscaping, playground rehabilitation",WBE,,,Yes,Yes,"20 Rex Drive, Braintree, MA 2184",Braintree,MA,2184,Ann Sullivan,,(781) 843-1330,(781) 843-1331,asullivan@metroequipmentcorp.com,metroequipmentcorp.com,Corporation,Yes,01/01/1986,21 - 40,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",GC - General Contractors,CM - Concrete & Masonry Contractors,238110 - Poured Concrete Foundation and Structure Contractors ,238910 - Site Preparation Contractors,237990 - Other Heavy and Civil Engineering Construction ,22100000 - Heavy construction machinery and equipment,11110000 - Earth and stone,30120000 - Roads and landscape
"Midland Tech, LLC",Curtain wall; glass and glazing; carpentry and finish carpentry; drywall and insulation contractor.,MBE,,,No,No,"3416 Hampton Road, Oceanside, NY 11572",Oceanside,NY,11572,Anteneh Dagnachew,,(516) 665-8292,(718) 732-2229,acctg@midlandtech.net,,Limited Liability Company,Yes,01/01/2006,Less than 10,GG - Glass/Glazing Contractors,CA - Carpentry,"PL - Plastering, Drywall Contractors",238150 - Glass and Glazing Contractors ,"238190 - Other Foundation, Structure, and Building Exterior Contractors ",238350 - Finish Carpentry Contractors,30110000 - Concrete and cement and plaster,30170000 - Doors and windows and glass,30130000 - Structural building products
Mikyoung Kim Design,Landscape architect   ,MWBE,,,No,No,"119 Braintree Street, Suite 103, Boston, MA 02134",Boston,MA,02134,Mikyoung Kim,Mikyoung Kim,(617) 782-9130,(617) 782-6504,myk@myk-d.com,,Sole Proprietorship,No,01/01/1997,21 - 40,"LD - Landscaping (Design, Architects)","AS - Architectural Support Services, Surveying",,541320 - Landscape Architectural Services,,,30120000 - Roads and landscape,,
Minden Associates,Research in health and mental health   ,WBE,,,No,No,"238 Vermont Street, West Roxbury, MA 2132",West Roxbury,MA,2132,Sarah Minden,,(617) 327-4420,(617) 327-7291,sarahminden@gmail.com,,Sole Proprietorship,No,01/01/2006,Less than 10,"COH - Consultants: Health, Psychological",,,"541990 - All Other Professional, Scientific, and Technical Services",,,85100000 - Comprehensive health services,85120000 - Medical practice,
"MJ Gomez Associates, LLC",Management consultant; strategic assessment; compensation review,MBE,,,No,No,"3211 Stockbridge Lane, Santa Cruz, CA 95065",Santa Cruz,CA,95065,Martin Gomez,Martin Gomez,(415) 999-9601,,mjgomezassociates@gmail.com,,Limited Liability Company (LLC),No,01/01/2019,Less than 10,COM - Consultants: Management,CU - Cultural Organizations,,541612 - Human Resources Consulting Services ,,,80100000 - Management advisory services,,
"Mop In Hand Cleaning Services, LLC","Commercial Cleaning Services such as general office cleaning, retail cleaning, carpet cleaning, parking lot trash removal, disinfectant services, deep cleaning.",MBE,,,Yes,Yes,"90 Canal Street, Boston, MA 02114",Boston,MA,02114,Peter Smith,,(617) 702-9107,,office@mopinhand.com,Mopinhand.com,Limited Liability Company,No,01/01/2018,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,561740 - Carpet and Upholstery Cleaning Services,561720 - Janitorial Services ,,76110000 - Cleaning and janitorial services,,
"Morisset Plumbing, Heating and Cooling",Plumbing; heating; water and gas piping and repair; sump pump installation; appliance installation; pipe thawing; boiler repair and replacement; oil and gas heating system installation; furnace repair and replacement   ,MBE,,,Yes,Yes,"24 Quincy Street, Quincy, MA 02169",Quincy,MA,02169,Antonio Morisset,Mr. Antonio Morisset,(617) 275-6442,(781) 885-2792,morissetplumbing@gmail.com,https://morissetplumbing.com/,Corporation,Yes,01/01/2016,Less than 10,PB - Plumbing,CN - Construction Management: Small Commercial Projects,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)","238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,,30180000 - Plumbing fixtures,72140000 - Heavy construction services,40170000 - Pipe piping and pipe fittings
Myrna Johnston Audio,"Sound services:  set up microphones, loudspeakers, etc. for meetings, concerts, etc.; sell/supply sound equipment   ",WBE,SLBE,,Yes,Yes,"8 Spring Park Avenue, Jamaica Plain, MA 2130",Jamaica Plain,MA,2130,Myrna Johnston,,(617) 522-8442,(617) 522-7692,,,Sole Proprietorship,No,01/01/1986,Less than 10,"COA - Consultants: Architecture, Engineering",COT - Consultants: Telecommunications,"EO - Electronic Parts (Mgfs., Distrib., Assembly Service)",,,,,,
"Rosie's Bakery, ERRG LLC",Cookie dough; cookies; bakery items,WBE,,,No,No,"144 Harwich Road, Newton, MA 02467",Newton,MA,02467,Galina Laffer,,(781) 799-7137,,galinamaster@yahoo.com,rosiesbakery.com,Limited Liability Company,No,01/01/2016,Less than 10,"FD - Food Products, Services",RT - Retail Sales of Art & Framing,,311821 - Cookie and Cracker Manufacturing ,,,50180000 - Bread and bakery products,,
"National Interior Solutions, LLC","Sanitation services; maintenance services, odor control",,SLBE,,No,Yes,"68 Harrison Avenue, suite 640, Boston, MA 02111",Boston,MA,02111,Naz Senaldi,,(800) 331-1308,,info@natinteriors.com,www.natinteriors.com,Limited Liability Company,No,01/01/2018,Less than 10,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)","ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",,811310 - Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,,72100000 - Building and facility maintenance and repair services,,
Nava PBC,Web design and development; custom software design and development   ,MBE,,,No,No,"1445 New York Avenue Northwest, Suite 300, Washington, DC 20005",Washington,DC,20005,Rohan Bhobe,,(703) 829-0243,,contracts@navapbc.com,https://www.navapbc.com/,Corporation,No,01/01/2015,Greater than 100,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)","COH - Consultants: Health, Psychological",COS - Consultants: Systems Analysis,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services,43230000 - Software,81110000 - Computer services,
"NXTevent, Inc.",Special event design; transportation management; airport meet and greet; dine arounds; hospitality management; tour programs; excursions; entertainment   ,WBE,SBE,,Yes,No,"100 Conifer Hill Drive, Suite 515, Danvers, MA 01923",Danvers,MA,01923,Allyson O'Connor,Allyson O'Connor,(617) 904-9050,(617) 307-6257,ally@nxtevent.com,http://www.nxtevent.com,Corporation,No,,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,561920 - Convention and Trade Show Organizers,541613 - Marketing Consulting Services ,,90150000 - Entertainment services,,
Obbagy Consulting,Executive environmental and social leadership; qualitative environmental and social risk assessments   Environmental management strategy,WBE,SBE,,Yes,Yes,"28 Lenox Street, Newton, MA 02465",Newton,MA,02465,Jane Obbagy,Jane E. Obbagy,(617) 921-1515,,jeo@obbagyconsulting.com,https://www.obbagyconsulting.com,Sole Proprietorship,No,01/01/2015,Less than 10,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",BU - Business Management Consultants,,541620 - Environmental Consulting Services,541618 - Other Management Consulting Services ,,81100000 - Professional engineering services,77100000 - Environmental management,77100000 - Environmental management
"OKW, Inc.",Design and manufacturing of women's clothing  ,MBE,SLBE,,No,No,"631 Tremont Street, Boston, MA 2118",Boston,MA,2118,Waheeda Ali-Salaam,,(617) 266-4114,(617) 266-6182,,,Corporation,No,01/01/1987,Less than 10,AL - Apparel,,,,,,,,
"Olmstead Associates, LLC",A boutique consultancy focused on driving operational agility into the investment management industry using a unique data-centric approach,,SLBE,,No,No,"185 Devonshire Street, Suite 1000, Boston, MA 02110",Boston,MA,02110,Stephen Alepa,Stephen Alepa,(617) 807-6058,,murray@olmst.com,www.olmst.com,Limited Liability Company (LLC),No,01/01/1995,11 - 20,COM - Consultants: Management,COI - Consultants: Insurance & Financial,BU - Business Management Consultants,541611 - Administrative Management and General Management Consulting Services ,"541990 - All Other Professional, Scientific, and Technical Services",,84120000 - Banking and investment,,
OnyxGroup Development & Brokerage,Consulting; Property Management; Development; Brokerage,MWBE,SLBE,,No,Yes,"50 Moreland Street, Roxbury, MA 02119",Roxbury,MA,02119,Chanda Smart,CEO,(617) 249-3081,(857) 770-9651,csmart@onyxbos.com,www.onyxbos.com,Limited Liability Company (LLC),No,01/01/2021,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531390 - Other Activities Related to Real Estate ,531210 - Offices of Real Estate Agents and Brokers,,80130000 - Real estate services,,
Open The Door,Marketing and communications professional services,WBE,,,Yes,Yes,"374 Marlborough Street, Boston, MA 02115",Boston,MA,02115,Christina Pappas,,(617) 536-0590,,cpappas@openthedoor.biz,https://www.openthedoor.biz,Corporation,No,01/01/2002,Less than 10,MK - Marketing,,,541613 - Marketing Consulting Services ,"541990 - All Other Professional, Scientific, and Technical Services",,80140000 - Marketing and distribution,,
"Opus Design, LLC","Branding, website design and development, and graphic design for print and digital media",WBE,,,Yes,Yes,"358 Chestnut Hill Avenue, Suite 301A, Brighton, MA 02135",Brighton,MA,02135,Julia Frenkle-Kunelius,Julia Frenkle-Kunelius,(617) 462-4783,,jfrenkle@opusdesign.us,,Limited Liability Company (LLC),No,01/01/2010,11 - 20,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541613 - Marketing Consulting Services ,541430 - Graphic Design Services,,80140000 - Marketing and distribution,,
Outkast Electrical Contractors,"Electrical contractors, commercial and residential   ",MBE,SLBE,,No,No,"39 Johnston Road, Dorchester, MA 2124",Dorchester,MA,2124,Paul Gray,,(617) 822-0244,,paulgray39@msn.com,,Partnership,Yes,01/01/1997,Less than 10,EL - Electrical Contractors,,,,,,,,
"Owen Steel Company, Inc.",Structural steel fabrication and erection   ,MWBE,,,No,No,"727 Mauney Drive, Columbia, SC 29201",Columbia,SC,29201,Anny Van Dam Zalesne,,(803) 251-7556,(803) 251-7546,anny.zalesne@owensteel.com,www.owensteel.com,Corporation,Yes,01/01/2001,Greater than 100,"ST - Steel Contractos (Reinforcing, Erecting, see also FB, GC)",MU - Manufacturers,SU - Suppliers,332312 - Fabricated Structural Metal Manufacturing ,,,30100000 - Structural components and basic shapes,31330000 - Fabricated structural assemblies,30260000 - Structural materials
"Pamela Perini Consulting, LLC",Security consultant; school security; K-12 security; campus security; commercial buildings; security and risk assessments; security design; low income housing security; elderly housing security; municipality security; transportation security; OPM; project   ,WBE,,,Yes,Yes,"20 Freemont Terrace, Waltham, MA 2452",Waltham,MA,2452,Pamela Perini,"Pamela Perini, Principal Security Consultant & Owner",(781) 788-6674,,pperini@pamelaperiniconsulting.com,,Limited Liability Company (LLC),No,01/01/2009,Less than 10,"SE - Security (Guards, Dogs, Systems)","COA - Consultants: Architecture, Engineering",COS - Consultants: Systems Analysis,561621 - Security Systems Services (except Locksmiths) ,541618 - Other Management Consulting Services ,"541990 - All Other Professional, Scientific, and Technical Services",46170000 - Security surveillance and detection,92120000 - Security and personal safety,
